region_pair,region1,region2,object,p_value,f_stat,subject,date
iCA1 → LEC,iCA1,LEC,object2,0.09415717126176565,1.0595882677244952,462910,20240813
LEC → iCA1,LEC,iCA1,object3,0.6718532702067649,0.9803075109602797,462910,20240813
iCA1 → LEC,iCA1,LEC,object3,0.6718532702067649,1.1689886167172567,462910,20240813
LEC → dCA1,LEC,dCA1,object1,0.3968211760821949,1.074686654570007,462910,20240813
dCA1 → LEC,dCA1,LEC,object1,0.29181411480737085,0.9624490541521749,462910,20240813
LEC → dCA1,LEC,dCA1,object2,0.6718532702067649,0.8867037512933085,462910,20240813
dCA1 → LEC,dCA1,LEC,object2,0.3968211760821949,0.9658554270150612,462910,20240813
LEC → dCA1,LEC,dCA1,object3,0.8352101575274145,1.0180702573128657,462910,20240813
dCA1 → LEC,dCA1,LEC,object3,0.09415717126176565,1.1445532262417428,462910,20240813
VIS → iCA1,VIS,iCA1,object1,1.0,1.0669658974319742,462910,20240813
iCA1 → VIS,iCA1,VIS,object1,0.29181411480737085,1.0341849120433089,462910,20240813
VIS → iCA1,VIS,iCA1,object2,0.5306048338016924,1.0353649496933164,462910,20240813
iCA1 → VIS,iCA1,VIS,object2,0.6718532702067649,0.993679399407752,462910,20240813
VIS → iCA1,VIS,iCA1,object3,0.29181411480737085,0.9128312311037341,462910,20240813
iCA1 → VIS,iCA1,VIS,object3,0.3968211760821949,1.0683085941855976,462910,20240813
VIS → dCA1,VIS,dCA1,object1,0.5306048338016924,0.9549385083347665,462910,20240813
dCA1 → VIS,dCA1,VIS,object1,1.0,0.9739530730620383,462910,20240813
VIS → dCA1,VIS,dCA1,object2,1.0,1.0532435939627869,462910,20240813
dCA1 → VIS,dCA1,VIS,object2,0.20491190979299645,1.0350227652729584,462910,20240813
VIS → dCA1,VIS,dCA1,object3,0.05397718401126959,1.1330396390612147,462910,20240813
dCA1 → VIS,dCA1,VIS,object3,0.5306048338016924,1.0192134080715056,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object1,0.5306048338016924,1.1429036976064686,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object1,0.009315101196091202,1.0502201129970294,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object2,0.20491190979299645,1.1586694239982132,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object2,0.3968211760821949,1.1401166190833192,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object3,0.6718532702067649,1.0750211283393205,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object3,0.5306048338016924,0.9748855004869292,462910,20240813
LEC → PERI 36,LEC,PERI 36,object1,0.5481588752895885,1.016618502366146,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object1,0.8412092129336107,0.9899643062612775,462910,20240814
LEC → PERI 36,LEC,PERI 36,object2,0.8412092129336107,0.9795716327817809,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object2,0.8412092129336107,1.004924176229061,462910,20240814
LEC → PERI 36,LEC,PERI 36,object3,0.5481588752895885,1.1864011746982859,462910,20240814
PERI 36 → LEC,PERI 36,LEC,object3,0.5481588752895885,1.041931208686948,462910,20240814
LEC → iCA1,LEC,iCA1,object1,0.024924047675637634,1.0318450182076944,462910,20240814
iCA1 → LEC,iCA1,LEC,object1,0.22643965679480615,1.0677365309849296,462910,20240814
LEC → iCA1,LEC,iCA1,object2,1.0,1.2059154250339137,462910,20240814
iCA1 → LEC,iCA1,LEC,object2,1.0,0.9390627466428658,462910,20240814
LEC → iCA1,LEC,iCA1,object3,0.8412092129336107,0.9865331189621667,462910,20240814
